단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
092070,KR7092070002,디엔에프,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15150,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,88881,500,20071116,11571,5785929000,12,,0,,N,N,1054,144,140,112,10,20220930.0,1753,,N,N,N
092130,KR7092130004,이크레더블,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,9791,500,20081024,12043,6146800000,12,,0,,N,N,471,193,202,157,29,20221231.0,1926,,N,N,N
092190,KR7092190008,서울바이오시스,ST,2.0,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4965,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,31624,500,20200306,38223,19111826500,12,,0,,N,N,3175,-410,-607,-557,-42,20220930.0,1897,,N,N,N
092300,KR7092300003,현우산업,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4640,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,202629,500,20071024,18672,9336408000,12,,0,,N,N,1516,65,40,27,4,20220930.0,866,,N,N,N
092460,KR7092460005,한라IMS,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5530,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,33930,500,20070522,17617,8808733500,12,,0,,N,N,704,87,98,84,12,20220930.0,974,,N,N,N
092600,KR7092600006,앤씨앤,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1766,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,168499,500,20070626,25083,12541758500,12,,0,,N,N,705,-239,-254,-254,-32,20220930.0,442,,N,N,N
092730,KR7092730001,네오팜,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17630,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3579,500,20070130,8207,4103680500,12,,0,,N,N,850,214,233,170,12,20221231.0,1446,,N,N,N
092870,KR7092870005,엑시콘,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9660,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,59874,500,20151022,10848,5424398500,12,,0,,N,N,551,59,121,109,11,20220930.0,1047,,N,N,N
093190,KR7093190007,빅솔론,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6510,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,56564,500,20070820,19238,9619452500,12,,0,,N,N,1349,251,140,103,6,20221231.0,1252,,N,N,N
093320,KR7093320000,케이아이엔엑스,ST,2.0,1007,1017,1034,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,63500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,20633,500,20110208,4880,2440000000,12,,0,,N,N,827,203,279,228,21,20220930.0,3098,,N,N,N
093380,KR7093380004,풍강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3960,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,16152,500,20070601,9879,4939656500,8,,0,,N,N,245,21,31,26,15,20221130.0,391,,N,N,N
093520,KR7093520005,매커스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10540,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,214707,500,20070212,16163,8081546000,12,,0,,N,N,1450,252,219,171,26,20220930.0,1703,,N,N,N
093640,KR7093640001,다믈멀티미디어,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3709248,500,20071019,20001,10000843000,12,,0,,N,N,114,7,28,28,8,20211231.0,1910,,N,N,N
093920,KR7093920007,서원인텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6630,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,281768,500,20071220,18600,9300000000,12,,0,,N,N,2562,189,323,238,17,20220930.0,1233,,N,N,N
094170,KR7094170008,동운아나텍,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,502857,500,20150630,18111,9251825000,12,,0,,N,N,507,-158,-173,-149,-59,20211231.0,1575,,N,N,N
094360,KR7094360005,칩스앤미디어,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20350,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,611707,500,20150805,9640,4963657500,12,,0,,N,N,241,73,80,100,25,20221231.0,1961,,N,N,N
094480,KR7094480001,갤럭시아머니트리,ST,2.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6580,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,684332,500,20070720,39229,19614919000,12,,0,,N,N,814,84,83,67,8,20220930.0,2581,971,N,N,N
094820,KR7094820008,일진파워,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13500,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,265364,500,20071106,15078,7539354500,12,,0,,N,N,1380,163,192,176,20,20220930.0,2035,,N,N,N
094840,KR7094840006,슈프리마에이치큐,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5590,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,14743,500,20080711,10471,5235920000,12,,0,,N,N,324,66,108,137,7,20221231.0,585,,N,N,N
094850,KR7094850005,참좋은여행,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44528,500,20070430,14000,7000000000,12,,0,,N,N,136,-158,-146,-122,-15,20221231.0,1381,,N,N,N
094860,KR7094860004,네오리진,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,560,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,547693,100,20070416,104459,10445977500,12,,0,,N,N,367,-24,-15,-24,-6,20221231.0,584,,N,N,N
094940,KR7094940004,푸른기술,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9300,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,904492,500,20070914,8361,4180693000,12,,0,,N,N,248,4,-23,-23,-10,20220930.0,777,,N,N,N
094970,KR7094970001,제이엠티,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3535,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,67216,500,20071012,16748,8374120000,12,,0,,N,N,605,122,158,125,20,20220930.0,592,,N,N,N
095190,KR7095190005,이엠코리아,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,59699,500,20071029,42581,21290518500,12,,0,,N,N,710,0,-10,-14,-2,20220930.0,1192,,N,N,N
095270,KR7095270005,웨이브일렉트로,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4875,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34342,500,20070912,14971,7485628000,12,,0,,N,N,284,-75,-83,-84,-14,20220930.0,729,,N,N,N
095340,KR7095340006,ISC,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,34600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,299910,500,20071001,17399,8699735500,12,,0,,N,N,1455,544,654,514,27,20220930.0,6020,,N,N,Y
095500,KR7095500005,미래나노텍,ST,2.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21950,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2676554,500,20071001,31009,15504999500,12,,0,,N,N,4903,97,-90,-72,-4,20221231.0,6806,,N,N,N
095610,KR7095610002,테스,ST,2.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,20650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,983256,500,20080520,19768,9884113000,12,,0,Y,N,N,3580,559,543,468,16,20221231.0,4082,,N,N,N
095660,KR7095660007,네오위즈,ST,1.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,40800,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,172885,500,20070702,22033,11016859500,12,,0,,N,N,2218,223,483,413,11,20220930.0,8989,,N,N,N
095700,KR7095700001,제넥신,ST,2.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,12860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,185607,500,20090915,40313,20156754500,12,,0,,N,Y,138,-203,-181,-181,-6,20220930.0,5184,,N,N,N
095910,KR7095910006,에스에너지,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,128907,500,20071016,19504,9752251500,12,,0,,N,N,1412,-15,-134,-109,-17,20220930.0,581,,N,N,N
096040,KR7096040001,이트론,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,177,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9201044,200,20080125,641131,128226259000,12,,0,,N,N,445,17,-38,-45,-9,20220930.0,1134,,N,N,N
096240,KR7096240007,크레버스,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17840,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,16558,500,20080627,11543,5872294500,12,,0,,N,N,1707,206,139,73,13,20220930.0,2059,,N,N,N
096350,KR7096350004,대창솔루션,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,282,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1723498,100,20071217,163761,16376100900,12,,0,,N,N,370,-45,-61,-61,-23,20220930.0,461,,N,N,N
096530,KR7096530001,씨젠,ST,1.0,0,1009,1024,N,N,Y,,Y,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,25900,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,507694,500,20100910,52225,26112997000,12,,0,,N,Y,7307,1804,2259,1795,21,20220930.0,13526,,N,N,Y
096610,KR7096610001,알에프세미,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3875,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,291041,500,20071120,10873,5436906000,12,,0,,N,N,270,-49,-50,-63,-26,20220930.0,421,,N,N,N
096630,KR7096630009,에스코넥,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1437,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8800011,200,20071226,66279,13255992600,12,,0,,N,N,1542,48,102,69,22,20220930.0,952,,N,N,N
096640,KR7096640008,멜파스,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1495,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20091218,46517,23258831500,12,,0,,N,N,95,-64,-92,-92,-37,20220930.0,695,,N,N,N
096690,KR7096690003,에이루트,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,528,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1894517,500,20101201,160983,80491974000,12,,0,,N,N,483,4,42,44,4,20220930.0,849,,N,N,N
096870,KR7096870001,엘디티,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3670,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23080,500,20080502,6678,3339200000,12,,0,,N,N,124,19,22,22,18,20211231.0,245,,N,N,N
097780,KR7097780001,에스맥,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,126856,1000,20080123,53649,56704050000,12,,0,,N,N,1495,-81,-554,-560,-29,20220930.0,627,,N,N,N
097800,KR7097800007,윈팩,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1763,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1629234,500,20130307,59584,29792248000,12,,0,,N,N,1526,19,-12,-16,-2,20221231.0,1050,,N,N,N
097870,KR7097870000,효성오앤비,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8430,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,49944,500,20080408,8490,4245000000,6,,0,,N,N,88,-7,-1,0,0,20221231.0,715,,N,N,N
098120,KR7098120009,마이크로컨텍솔,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5970,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,60489,500,20080923,8312,4156383000,12,,0,,N,N,470,63,72,60,18,20220930.0,496,,N,N,N
098460,KR7098460009,고영,ST,1.0,0,1009,1027,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,16030,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,862963,100,20080603,68654,6865475500,12,,0,,N,Y,2754,443,504,393,13,20221231.0,11005,,N,N,Y
098660,KR7098660004,에스티오,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25473,500,20090417,12500,6250488000,12,,0,,N,N,732,30,25,16,5,20221231.0,313,,N,N,N
099190,KR7099190001,아이센스,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,18280,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,180962,500,20130130,13753,6876869000,12,,0,,N,N,1991,209,231,171,8,20220930.0,2514,,N,N,N
099220,KR7099220006,SDN,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2025,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,673713,500,20090519,56171,28085905500,12,,0,,N,N,575,4,32,13,2,20220930.0,1137,,N,N,N
099320,KR7099320004,쎄트렉아이,ST,2.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,37750,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,146451,500,20080613,9085,4542803500,12,,0,,N,N,914,-77,7,-28,-2,20221231.0,3429,,N,N,N
099390,KR7099390007,브레인즈컴퍼니,ST,3.0,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10100,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,97212,500,20210819,8208,4104141500,12,,0,,N,N,177,53,57,49,15,20211231.0,829,,N,N,N
099410,KR7099410003,동방선기,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,70241,500,20091110,13541,6770501000,12,,0,,N,N,230,5,12,11,4,20211231.0,345,,N,N,N
099430,KR7099430001,바이오플러스,ST,2.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6990,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,660694,500,20210927,57930,28965432000,12,,0,,N,N,402,186,193,149,22,20220930.0,4049,,N,N,N
099440,KR7099440000,스맥,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7140378,500,20090526,35475,17737996500,12,,0,,N,N,1199,70,108,107,21,20220930.0,862,,N,N,N
099520,KR7099520009,ITX-AI,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,2570,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20091222,24649,12324933500,12,,0,,N,N,172,0,13,13,19,20220930.0,633,,N,N,N
099750,KR7099750002,이지케어텍,ST,3.0,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,27900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,85789,500,20190322,6834,3417388000,3,,0,,N,N,537,-16,-29,-36,-16,20221231.0,1906,,N,N,N
100030,KR7100030006,인지소프트,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,29050,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,29863,500,20100525,3283,1641857000,12,,0,,N,N,165,32,130,104,26,20220930.0,953,,N,N,N
100090,KR7100090000,에스케이오션플랜트,ST,1.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,19060,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,884804,500,20080801,53235,26617506000,12,,0,,N,Y,6918,719,348,280,7,20221231.0,10146,535,N,N,Y
100120,KR7100120005,뷰웍스,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,30000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,18702,500,20090410,10001,5000932500,12,,0,,N,N,1728,335,154,119,8,20220930.0,3000,,N,N,N
100130,KR7100130004,동국S&C,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,4620,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,338435,500,20090831,57143,28571500000,12,,0,,N,N,4771,-114,-112,-83,-3,20221231.0,2640,,N,N,N
100590,KR7100590009,머큐리,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6250,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,147867,500,20181214,15124,7562448000,12,,0,,N,N,1631,49,2,5,1,20221231.0,945,,N,N,N
100660,KR7100660000,서암기계공업,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5910,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,182300,500,20111219,12600,6300000000,12,,0,,N,N,504,16,27,22,3,20221231.0,744,,N,N,N
100700,KR7100700004,세운메디칼,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2835,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,45179,100,20080930,43800,4380000000,12,,0,,N,N,444,94,112,86,9,20220930.0,1241,,N,N,N
100790,KR7100790005,미래에셋벤처투자,ST,2.0,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6090,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,493916,1000,20190315,54167,54667350000,12,,0,,N,N,1741,526,526,442,22,20220930.0,3298,FB2,N,N,N
101000,KR7101000008,상상인인더스트리,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,325,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,34019,500,20091106,71750,35875396000,12,,0,,N,N,744,-146,-139,-139,-78,20221231.0,233,,N,N,N
101160,KR7101160000,월덱스,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,267743,500,20080619,16510,8255496500,12,,0,,N,N,1795,375,406,326,27,20220930.0,3566,,N,N,N
101170,KR7101170009,우림피티에스,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7680,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3153510,500,20090428,13500,6750000000,12,,0,,N,N,449,36,57,47,8,20220930.0,1036,,N,N,N
101240,KR7101240000,씨큐브,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5950,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,21467,500,20111108,10138,5069092000,12,,0,,N,N,400,41,43,35,6,20211231.0,603,,N,N,N
101330,KR7101330009,모베이스,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3520,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,393731,500,20100204,23958,11979094000,12,,0,,N,N,9565,298,353,309,8,20220930.0,843,,N,N,N
101360,KR7101360006,에코앤드림,ST,2.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,34550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,919203,500,20200730,10628,5314318000,12,,0,,N,N,441,33,-5,-6,-1,20220930.0,3672,,N,N,N
101390,KR7101390003,아이엠,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,85704,500,20080723,8103,4051735000,12,,0,,N,N,834,-85,-64,-66,-23,20220930.0,645,,N,N,N
101400,KR7101400000,엔시트론,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,677,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,231494,500,20090331,52339,26169662500,12,,0,,N,N,167,-3,10,10,5,20220930.0,354,,N,N,N
101490,KR7101490001,에스앤에스텍,ST,1.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,35950,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1060052,500,20090414,21451,10725723500,12,,0,,N,N,1235,160,165,175,10,20221231.0,7711,,N,N,Y
101670,KR7101670008,하이드로리튬,ST,2.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,23300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1149225,200,20080715,22333,4466670200,12,,0,,N,N,74,-25,-25,-25,-14,20220930.0,5203,,N,N,N
101680,KR7101680007,한국정밀기계,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1440,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20090519,8404,4202000000,12,,0,,N,N,148,-109,-109,-109,-24,20211231.0,121,,N,N,N
101730,KR7101730000,위메이드맥스,ST,2.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1093547,500,20090603,33295,16647646000,12,,0,,N,N,678,234,252,252,69,20220930.0,5766,,N,N,N
101930,KR7101930006,인화정공,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,25100,500,20101022,9331,4665852500,12,,0,,N,N,1069,70,-68,-77,-6,20220930.0,933,,N,N,N
102120,KR7102120003,어보브반도체,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10270,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,468484,500,20090605,17780,8890376500,12,,0,,N,N,1648,226,212,190,21,20220930.0,1826,,N,N,N
102370,KR7102370004,케이옥션,ST,3.0,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5380,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,163017,500,20220124,27174,13587067500,12,,0,,N,N,245,65,62,48,7,20220930.0,1461,,N,N,N
102710,KR7102710001,이엔에프테크놀로지,ST,2.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,20300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,106459,500,20090528,14287,7143918000,12,,0,,N,N,5173,561,653,475,18,20220930.0,2900,,N,N,Y
102940,KR7102940004,코오롱생명과학,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,34650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45293,500,20090407,11412,5706178000,12,,0,,N,N,1461,25,26,26,4,20220930.0,3954,KOL,N,N,N
103230,KR7103230009,에스앤더블류,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2505,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20090805,7200,3600000000,12,,0,,N,N,300,-3,-13,-13,-3,20211231.0,180,,N,N,N
103840,KR7103840005,우양,ST,3.0,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2685,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,23138,100,20191120,14258,1425800000,12,,0,,N,N,1392,21,12,13,3,20211231.0,382,,N,N,N
104040,KR7104040001,대성파인텍,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1591,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,116918,100,20090123,31301,3130128100,12,,0,,N,N,273,-23,-38,-31,-6,20221231.0,498,,N,N,N
