단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
041910,KR7041910001,에스텍파마,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7970,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39128,500,20040206,11898,5949131500,12,,0,,N,N,472,30,12,13,1,20220930.0,948,,N,N,N
041920,KR7041920000,메디아나,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4835,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,97558,500,20141007,16000,8000000000,12,,0,,N,N,477,69,136,113,18,20220930.0,773,,N,N,N
041930,KR7041930009,동아화성,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9820,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,107464,500,20011226,15800,8000000000,12,,0,,N,N,2623,83,263,208,19,20220930.0,1551,,N,N,N
041960,KR7041960006,코미팜,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,6740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,149672,100,20011030,64185,6418587600,12,,0,,N,N,295,-16,-9,-6,0,20220930.0,4326,,N,N,N
042000,KR7042000000,카페24,ST,2.0,1007,1017,1034,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9700,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,36723,500,20180208,22497,11248599000,12,,0,,N,N,2049,-229,-250,-247,-16,20220930.0,2182,,N,N,N
042040,KR7042040006,케이피엠테크,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,412,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,702515,100,20030107,163371,16337173900,12,,0,,N,N,272,-19,-96,-96,-13,20220930.0,673,,N,N,N
042110,KR7042110007,에스씨디,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2105,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,184694,500,20000713,48329,24164782000,12,,0,,N,N,1754,104,97,76,9,20220930.0,1017,,N,N,N
042370,KR7042370007,비츠로테크,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6950,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,151938,500,20000803,26200,13100012500,12,,0,,N,N,2440,220,326,267,8,20220930.0,1820,,N,N,N
042420,KR7042420000,네오위즈홀딩스,ST,2.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,29500,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,83889,500,20000627,8856,4653433000,12,,0,,N,N,2247,130,-196,-180,-15,20220930.0,2612,,N,N,N
042500,KR7042500009,링네트,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5210,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,125700,500,20020110,15356,7678439000,12,,0,,N,N,2040,109,134,101,13,20221231.0,800,,N,N,N
042510,KR7042510008,라온시큐어,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2530,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,215118,500,20010103,38666,19333373000,12,,0,,N,N,290,4,2,3,-1,20220930.0,978,,N,N,N
042520,KR7042520007,한스바이오메드,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23728,500,20091009,10706,5353452500,9,,0,,N,N,201,1,-36,-37,-32,20221231.0,1285,,N,N,N
042600,KR7042600007,새로닉스,ST,2.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26800,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,234253,500,20021001,12423,6211787000,12,,0,,N,N,1636,7,1087,848,73,20220930.0,3329,,N,N,N
042940,KR7042940007,상지카일룸,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,382,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11868215,500,20001019,94234,47117219500,12,,0,,N,N,291,-11,15,15,3,20220930.0,359,,N,N,N
043090,KR7043090000,엑서지21,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1466,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,727582,500,20011011,49633,24816540000,12,,0,,N,N,30,-21,-4,-3,-1,20220930.0,727,,N,N,N
043100,KR7043100007,솔고바이오,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,468,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,70582,500,20000808,66379,33189604000,12,,0,,N,N,173,-36,-28,-28,-10,20220930.0,310,,N,N,N
043150,KR7043150002,바텍,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,30950,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,35532,500,20060929,14854,7427128000,12,,0,,N,N,2917,577,779,621,26,20220930.0,4597,,N,N,N
043200,KR7043200005,파루,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,821,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,110794,500,20000719,41804,20902157500,12,,0,,N,N,292,-31,-33,-33,-17,20220930.0,343,,N,N,N
043220,KR7043220003,티에스넥스젠,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,859,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,202742,500,20010703,107901,53950889500,12,,0,,N,N,157,-26,-79,-79,-22,20220930.0,926,,N,N,N
043260,KR7043260009,성호전자,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1150,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,88851,500,20011129,53405,26702692000,12,,0,,N,N,1118,-21,-37,-43,-6,20220930.0,614,,N,N,N
043340,KR7043340009,에쎈테크,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,959,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,60058,500,20000829,72000,36000000000,12,,0,,N,N,626,20,4,4,2,20221231.0,690,,N,N,N
043360,KR7043360007,디지아이,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33149,500,20010720,9000,4500000000,12,,0,,N,N,161,2,7,7,2,20221231.0,283,,N,N,N
043370,KR7043370006,피에이치에이,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7580,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,231210,500,20011213,21000,10500000000,12,,0,,N,N,7335,168,434,255,5,20220930.0,1591,,N,N,N
043590,KR7043590009,크로바하이텍,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10352819,500,20011220,35755,17877821500,12,,0,,N,N,161,-4,21,21,9,20220930.0,518,,N,N,N
043610,KR7043610005,지니뮤직,ST,2.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3980,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,133434,500,20000720,58115,29057719000,12,,0,,N,N,2861,138,193,187,12,20221231.0,2312,905,N,N,N
043650,KR7043650001,국순당,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6860,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,42115,500,20000824,17858,8929152000,12,,0,,N,N,571,84,36,24,1,20220930.0,1225,,N,N,N
043710,KR7043710003,서울리거,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,715,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,170315,500,20020711,50198,25099440000,12,,0,,N,N,78,-48,-75,-75,-45,20220930.0,358,,N,N,N
043910,KR7043910009,자연과환경,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1095,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,732437,500,20051118,81379,40689778000,12,,0,,N,N,563,8,4,4,1,20220930.0,891,,N,N,N
044060,KR7044060002,조광ILI,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1147,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,6234445,500,20010118,95732,47866092000,12,,0,,N,N,216,22,-62,-52,-7,20220930.0,1098,,N,N,N
044180,KR7044180008,KD,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,569,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,434410,500,20001116,24848,12424320500,12,,0,,N,N,636,-64,-48,-48,-17,20220930.0,141,,N,N,N
044340,KR7044340008,위닉스,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,22958,500,20001024,17873,8936712500,12,,0,,N,N,2562,56,165,103,7,20220930.0,2019,,N,N,N
044480,KR7044480002,블레이드 Ent,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1147,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,158483,500,20010111,32555,16277922000,12,,0,,N,N,580,-35,-13,-11,1,20220930.0,373,,N,N,N
044490,KR7044490001,태웅,ST,3.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,11170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71308,500,20011108,20007,10003690500,12,,0,,N,N,3223,51,76,71,2,20211231.0,2234,,N,N,N
044780,KR7044780005,에이치케이,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,75223,500,20000907,18505,9252893500,12,,0,,N,N,551,42,24,21,5,20220930.0,388,,N,N,N
044960,KR7044960003,이글벳,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5500,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,78373,500,20001116,12641,6320941500,12,,0,,N,N,404,42,39,36,9,20211231.0,695,,N,N,N
045060,KR7045060001,오공,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3350,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,23324,500,20000810,16941,8470987000,12,,0,,N,N,1280,59,57,52,7,20220930.0,567,,N,N,N
045100,KR7045100005,한양이엔지,ST,2.0,1006,0,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14710,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,61584,500,20000831,18000,9000000000,12,,0,,N,N,8287,601,702,547,17,20220930.0,2647,,N,N,N
045300,KR7045300001,성우테크론,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4525,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,87015,500,20011218,9771,4885646500,12,,0,,N,N,335,40,38,32,7,20220930.0,442,,N,N,N
045340,KR7045340007,토탈소프트,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4065,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,20605,500,20020719,8558,4279020000,12,,0,,N,N,141,30,36,30,20,20211231.0,347,,N,N,N
045390,KR7045390002,대아티아이,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3085,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,354067,100,20010517,70473,7115152200,12,,0,,N,N,704,54,60,52,7,20220930.0,2174,,N,N,N
045510,KR7045510005,정원엔시스,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1384,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13445,500,20000907,32209,16104646000,12,,0,,N,N,1152,-3,6,8,3,20220930.0,445,,N,N,N
045520,KR7045520004,크린앤사이언스,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9770,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,43045,500,20001205,6500,3650000000,12,,0,,N,N,657,-74,-8,-11,-3,20220930.0,635,,N,N,N
045660,KR7045660008,에이텍,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8770,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,50632,500,20010524,8260,4130000000,12,,0,,N,N,703,30,76,61,7,20211231.0,724,,N,N,N
045970,KR7045970001,코아시아,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1754425,500,20000803,26314,13157438000,12,,0,,N,N,3508,-164,-168,-184,-27,20220930.0,2423,,N,N,N
046070,KR7046070009,코다코,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2263362,500,20001226,39064,19532128000,12,,0,,N,N,2234,24,-130,-95,-56,20220930.0,394,,N,N,N
046120,KR7046120002,오르비텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4335,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,173673,500,20100615,27068,13534412000,12,,0,,N,N,366,-129,-144,-144,-33,20220930.0,1173,,N,N,N
046140,KR7046140000,SBS콘텐츠허브,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7940,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,221841,500,20030205,21463,10731777500,12,,0,,N,N,1281,72,116,76,6,20220930.0,1704,844,N,N,N
046210,KR7046210001,파나진,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4115,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,211265,500,20000816,32136,16068330000,12,,0,,N,N,156,42,50,50,18,20211231.0,1322,,N,N,N
046310,KR7046310009,백금T&A,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3410,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,58077,500,20020205,16418,8209320500,12,,0,,N,N,1476,153,142,113,10,20221231.0,559,,N,N,N
046390,KR7046390001,삼화네트웍스,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3010,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,543451,200,20010111,43172,8634586600,12,,0,,N,N,461,54,71,71,20,20220930.0,1299,,N,N,N
046440,KR7046440004,KG모빌리언스,ST,2.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6810,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,437572,500,20041214,38825,19412784000,12,,0,,N,N,2097,316,336,258,12,20220930.0,2644,,N,N,N
046890,KR7046890000,서울반도체,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,10680,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,285706,500,20020117,58305,29152700000,12,,0,,N,Y,8648,-125,164,54,7,20220930.0,6227,,N,N,Y
046940,KR7046940003,우원개발,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3375,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,52457,500,20020618,18074,9037175000,12,,0,,N,N,1415,2,35,28,4,20220930.0,610,,N,N,N
046970,KR7046970000,우리로,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,495517,500,20121127,32049,16024817000,12,,0,,N,N,769,21,7,6,2,20220930.0,461,,N,N,N
047080,KR7047080007,한빛소프트,ST,3.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,117630,500,20020110,24822,12411181000,12,,0,,N,N,563,35,41,33,11,20221231.0,764,,N,N,N
047310,KR7047310008,파워로직스,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,315026,500,20030725,34420,17442716000,12,,0,,N,N,7439,-391,-506,-497,-26,20221231.0,1858,,N,N,N
047560,KR7047560008,이스트소프트,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10880,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,436961,500,20080701,11376,5688216000,12,,0,,N,N,658,-32,-35,-50,-6,20220930.0,1237,,N,N,N
047770,KR7047770003,코데즈컴바인,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1853,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,251426,500,20010918,37842,18921301000,12,,0,,N,N,289,32,67,66,16,20220930.0,701,,N,N,N
047820,KR7047820006,초록뱀미디어,ST,2.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81632,5000,20021224,21712,108563510000,12,,0,,N,N,1454,23,-26,-20,2,20220930.0,2077,,N,N,N
047920,KR7047920004,HLB제약,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,283558,500,20151221,27945,13972949500,12,,0,,N,N,629,5,-128,-132,-22,20211231.0,3825,,N,N,N
048260,KR7048260004,오스템임플란트,ST,1.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,187100,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20070207,15576,7788244000,12,,0,,N,N,7791,1641,1551,1043,54,20220930.0,29143,,N,N,N
048410,KR7048410005,현대바이오,ST,1.0,0,1009,1023,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,21050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,602863,500,20020808,39699,19849854000,12,,0,,N,Y,61,-155,-55,-47,-10,20220930.0,8356,,N,N,N
048430,KR7048430003,유라테크,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7720,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,35157,500,20010111,11520,5760000000,12,,0,,N,N,1382,-10,14,7,1,20220930.0,889,,N,N,N
048470,KR7048470009,대동스틸,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4085,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,23626,500,20020110,10000,5000000000,12,,0,,N,N,1654,176,185,145,21,20211231.0,408,,N,N,N
048530,KR7048530000,인트론바이오,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,8180,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,157565,500,20110126,34150,17075381000,12,,0,,N,N,116,-4,119,93,12,20220930.0,2793,,N,N,N
048550,KR7048550008,SM C&C,ST,2.0,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3520,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3203121,500,20010118,95625,47812560000,12,,0,,N,N,1061,-10,35,27,4,20220930.0,3366,,N,N,N
048770,KR7048770002,TPC,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4320,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2529002,500,20010116,15697,7848995500,12,,0,,N,N,698,3,-2,-3,-1,20220930.0,678,,N,N,N
048830,KR7048830004,엔피케이,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1759,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,30956,500,20001012,18723,9361961500,12,,0,,N,N,502,11,28,19,6,20220930.0,329,,N,N,N
048870,KR7048870000,시너지이노베이션,ST,2.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3220,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,197181,500,20040813,82708,41354172000,12,,0,,N,N,231,12,-56,60,1,20220930.0,2663,,N,N,N
048910,KR7048910004,대원미디어,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13400,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,78189,500,20010731,12578,6319473000,12,,0,,N,N,2229,154,139,104,11,20220930.0,1685,,N,N,N
049070,KR7049070006,인탑스,ST,2.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,38450,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,9786128,500,20020221,17200,8600000000,12,,0,Y,N,N,9354,1292,1571,1152,24,20220930.0,6613,,N,N,N
049080,KR7049080005,기가레인,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1655,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1119843,500,20131219,84883,42441673500,12,,0,,N,N,397,-54,-12,-12,-3,20220930.0,1404,,N,N,N
049120,KR7049120009,파인디앤씨,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1342,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15120,500,20010726,30121,15060846500,12,,0,,N,N,415,-33,-42,-43,-14,20220930.0,404,,N,N,N
049180,KR7049180003,셀루메드,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,5250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,347996,500,20020523,42159,21079822000,12,,0,,N,N,950,-3,29,23,5,20220930.0,2213,,N,N,N
049430,KR7049430002,코메론,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9790,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,32430,500,20010116,9048,4524000000,12,,0,,N,N,641,123,197,158,11,20220930.0,885,,N,N,N
049470,KR7049470008,SGA,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,138104,1000,20011011,58862,58862249000,12,,0,,N,N,619,36,47,40,10,20211231.0,517,,N,N,N
049480,KR7049480007,오픈베이스,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3375,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2014614,500,20010109,31422,15711191500,12,,0,,N,N,1092,61,45,35,7,20220930.0,1060,,N,N,N
049520,KR7049520000,유아이엘,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109199,500,20010802,21784,11142469000,12,,0,,N,N,3329,58,107,68,5,20221231.0,947,,N,N,N
049550,KR7049550007,잉크테크,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4720,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,16928,500,20020228,19606,10104130000,12,,0,,N,N,615,58,40,40,6,20221231.0,925,,N,N,N
049630,KR7049630007,재영솔루텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,645,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,215828,500,20030124,81965,40982531000,12,,0,,N,N,830,24,-107,-111,-25,20220930.0,528,,N,N,N
049720,KR7049720006,고려신용정보,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,315771,500,20020131,14300,7150000000,12,,0,,N,N,1468,130,114,106,29,20221231.0,1508,,N,N,N
049830,KR7049830003,승일,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11310,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22437,500,20010118,6132,3066056000,12,,0,,N,N,1589,13,16,13,1,20221231.0,693,,N,N,N
049950,KR7049950009,미래컴퍼니,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,40050,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,631262,500,20050104,8586,4293410000,12,,0,,N,N,1161,174,286,264,30,20220930.0,3439,,N,N,N
